show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,studio
s3784,Movie,III Smoking Barrels,Sanjib Dey,"Subrat Dutta, Indraneil Sengupta, Mandakini Goswami, Amrita Chattopadhyay, Nalneesh Neel, Niloy Sankar Gupta, Shiny Gogoi, Siddharth Boro",India,1-Jun-19,2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies",Malpani Talkies
s3786,Movie,"Oh, Ramona!",Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey",Romania,1-Jun-19,2019,TV-MA,109 min,"Comedies, International Movies",Zazu Film
s3789,Movie,Chopsticks,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz",India,31-May-19,2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",Viniyard Films
s3791,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,31-May-19,2019,TV-MA,103 min,"Dramas, International Movies",Aham Brahmasmi Entertaiment
s3794,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,30-May-19,2019,TV-MA,123 min,"International Movies, Thrillers",CJ E&M Film Financing & Investment Entertainment & Comics
s3798,Movie,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,24-May-19,2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies",ATC 3000
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,24-May-19,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",Netflix
s3801,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,24-May-19,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",Capstone Film Group
s3814,Movie,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",Philippines,17-May-19,2019,TV-MA,90 min,"Action & Adventure, International Movies",Artis Film
s3817,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,17-May-19,2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers",40 Acres & A Mule Filmworks
s3819,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,16-May-19,2019,TV-PG,90 min,"Children & Family Movies, Dramas",Wind Dancer Films
s3820,Movie,Jonaki,Aditya Vikram Sengupta,"Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel",India,16-May-19,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",Magic Hour Films
s3823,Movie,Hamid,Aijaz Khan,"Talha Arshad Reshi, Rasika Dugal, Vikas Kumar, Sumit Kaul, Bashir Lone, Gurveer Singh, Ashraf Nagoo, Mir Sarvar",India,15-May-19,2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies",Saregama India
s3830,Movie,Malibu Rescue,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",United States,13-May-19,2019,TV-G,70 min,"Children & Family Movies, Comedies",Pacific Bay Entertainment
s3833,Movie,Dry Martina,Che Sandoval,"Antonella Costa, Patricio Contreras, Geraldine Neary, Pedro Campos, Ãlvaro Espinosa","Chile, Argentina",11-May-19,2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",Forastero
s3834,Movie,ShÃ©hÃ©razade,Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer",France,11-May-19,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",Geko Films
s3842,Movie,Wine Country,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman",United States,10-May-19,2019,R,104 min,Comedies,Dunshire Productions
s3859,Movie,The Wandering Earth,Frant Gwo,"Jing Wu, Chuxiao Qu, Jinmai Zhao, Li Guangjie, Ng Man-Tat, Mike Kai Sui, Qu Jingjing, Yichi Zhang, Yang Haoyu, Arkady Sharogradsky, Hongchen Li, Lei Jiayin, Yi Yang, Zhigang Jiang, Huan Zhang",China,6-May-19,2019,TV-MA,125 min,"International Movies, Sci-Fi & Fantasy",Beijing Dengfeng International Culture Communications Company
s3867,Movie,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",United States,3-May-19,2019,TV-14,110 min,"Comedies, Romantic Movies",Gulfstream Pictures
s3874,Movie,Munafik 2,Syamsul Yusof,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali, Fizz Fairuz, Fauzi Nawawi, Mawi, Ku Faridah",Malaysia,1-May-19,2018,TV-MA,104 min,"Horror Movies, International Movies",Skop Productions Sdn. Bhd.
s3886,Movie,Teen Aur Aadha,Dar Gai,"Zoya Hussain, Suhasini Mulay, Jim Sarbh, Aarya Dave, Anjum Rajabali, M.K. Raina",India,29-Apr-19,2018,TV-MA,119 min,"Dramas, Independent Movies, International Movies",AKFPL
s3891,Movie,Njan Prakashan,Sathyan Anthikad,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha",India,26-Apr-19,2018,TV-PG,125 min,"Comedies, Dramas, International Movies",Full Moon Cinema
s3900,Movie,Music Teacher,Sarthak Dasgupta,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar",India,19-Apr-19,2019,TV-14,102 min,"Dramas, Independent Movies, International Movies",Saregama India
s3904,Movie,Someone Great,Jennifer Kaytin Robinson,"Gina Rodriguez, Brittany Snow, DeWanda Wise, Lakeith Stanfield, RuPaul Charles, Peter Vack, Alex Moffat, Rosario Dawson, Rebecca Naomi Jones, Jaboukie Young-White, Michelle Buteau, Questlove",United States,19-Apr-19,2019,R,92 min,"Comedies, Romantic Movies",Feigco Entertainment
s3912,Movie,Ek Khiladi Ek Haseena,Suparn Verma,"Koena Mitra, Fardeen Khan, Kay Kay Menon, Mumait Khan, Rakhi Sawant, Feroz Khan, Zabyn Khan, Rohit Roy, Gulshan Grover, Amin Hajee",India,15-Apr-19,2005,TV-14,141 min,"International Movies, Music & Musicals, Thrillers",Pritish Nandy Communications (PNC)
s3914,Movie,Hazaaron Khwaishein Aisi,Sudhir Mishra,"Kay Kay Menon, Shiney Ahuja, Chitrangada Singh, Ram Kapoor, Saurabh Shukla, Yashpal Sharma, Jasbir Malik, Sohrab Ardeshir, Aditya Bhattacharya, Arif Zakaria","India, France",15-Apr-19,2003,TV-MA,111 min,"Dramas, International Movies, Romantic Movies",Artcam International
s3915,Movie,Jhankaar Beats,Sujoy Ghosh,"Rahul Bose, Sanjay Suri, Rinke Khanna, Riya Sen, Juhi Chawla, Shayan Munshi",India,15-Apr-19,2003,TV-14,131 min,"Comedies, International Movies, Music & Musicals",Pritish Nandy Communications (PNC)
s3916,Movie,Mumbai Matinee,Anant Balani,"Rahul Bose, Vijay Raaz, Anusha Dhandekar, Perizaad Zorabian, Saurabh Shukla, Asrani, Shehzad Khan",India,15-Apr-19,2003,TV-14,116 min,"Comedies, International Movies, Romantic Movies",Pritish Nandy Communications (PNC)
s3918,Movie,Shabd,Leena Yadav,"Sanjay Dutt, Aishwarya Rai Bachchan, Zayed Khan, Brijendra Kala, Sadiya Siddiqui, Kamini Khanna",India,15-Apr-19,2005,TV-14,146 min,"Dramas, International Movies, Romantic Movies",Pritish Nandy Communications (PNC)
s3920,Movie,Thriller,Dallas Jackson,"Jessica Allain, Luke Tennie, Tequan Richmond, Paige Hurd, Chelsea Rendon, Mitchell Edwards, Pepi Sonuga, Jason Woods, Maestro Harrell, RZA, Mykelti Williamson",United States,14-Apr-19,2018,TV-MA,87 min,Horror Movies,BAV Film
s3927,Movie,The Perfect Date,Chris Nelson,"Noah Centineo, Laura Marano, Camila Mendes, Odiseas Georgiadis, Matt Walsh, Joe Chrest, Carrie Lazar, Alex Biglane, Blaine Kern III, Zak Steiner",United States,12-Apr-19,2019,TV-14,91 min,"Comedies, Romantic Movies",Ace Entertainment
s3929,TV Show,Persona,"Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan","Lee Ji-eun (IU), Bae Doona, Park Hae Soo, Kim Tae-hun, Shim Dal-gi, Lee Sung-wook, Jung Jun Won",South Korea,11-Apr-19,2019,TV-MA,100 min,"International TV Shows, Korean TV Shows, TV Dramas",American International Pictures (AIP)
s3931,Movie,The Silence,John R. Leonetti,"Stanley Tucci, Kiernan Shipka, Miranda Otto, Kate Trotter, John Corbett, Kyle Breitkopf, Dempsey Bryk, Billy MacLellan","Canada, Germany",10-Apr-19,2019,PG-13,91 min,"Horror Movies, Thrillers",SMR Films
s3936,Movie,Alien Warfare,Jeremiah Jones,"Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King",United States,5-Apr-19,2019,TV-MA,88 min,"Action & Adventure, Sci-Fi & Fantasy",Actionhouse Pictures
s3940,Movie,Petta,Karthik Subbaraj,"Rajnikanth, Vijay Sethupathi, M. Sasikumar, Nawazuddin Siddiqui, Trisha Krishnan, Simran",India,5-Apr-19,2019,TV-14,170 min,"Action & Adventure, Comedies, Dramas",Sun Pictures
s3946,Movie,Unicorn Store,Brie Larson,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford",United States,5-Apr-19,2019,TV-14,92 min,"Comedies, Dramas, Independent Movies",51 Entertainment
s3949,Movie,Suzzanna: Buried Alive,"Rocky Soraya, Anggy Umbara","Luna Maya, Herjunot Ali, Teuku Rifnu Wikana, Verdi Solaiman, Alex Abbad",Indonesia,3-Apr-19,2018,TV-MA,126 min,"Horror Movies, International Movies",Soraya Intercine Film PT
s3951,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Anil Kapoor, Sonam Kapoor, Rajkummar Rao, Juhi Chawla, Abhishek Duhan, Regina Cassandra, Madhumalti Kapoor, Seema Pahwa, Brijendra Kala, Alka Badola Kaushal",India,2-Apr-19,2019,TV-14,120 min,"Comedies, Dramas, International Movies",Fox STAR Studios
s3952,Movie,Jagat,Shanjey Kumar Perumal,"Harvind Raj, Jibrail Rajhula, Tinesh Sarathi Krishnan, Kuben Mahadevan, Senthil Kumaran Muniandy",Malaysia,2-Apr-19,2015,TV-MA,76 min,"Dramas, International Movies",KL POST Sdn Bhd
s3956,Movie,Pinky Memsaab,Shazia Ali Khan,"Hajira Yamin, Kiran Malik, Adnan Jaffar, Sunny Hinduja, Khalid Ahmed, Shamim Hilaly, Hajrah Khan, Ahmed Ali Khan","Pakistan, United Arab Emirates",1-Apr-19,2018,TV-MA,124 min,"Dramas, Independent Movies, International Movies",Shaz Media Productions
s3958,Movie,The Trap,Erik White,"T.I., Mike Epps, Loretta Devine, Queen Latifah, Teyana Taylor, Meagan Tandy, Stephen Bishop, Roland Powell, Joel Rush",United States,1-Apr-19,2017,TV-MA,91 min,Comedies,Universal Film Manufacturing Company
s3960,Movie,Mercy Black,Owen Egerton,"Daniella Pineda, Elle LaMont, Janeane Garofalo, Miles Emmons, Lee Eddy, Austin Amelio, Elke Boucher-Depew, Dylan Gage, Troy Anthony Hogan, Jamy Lentz",United States,31-Mar-19,2019,TV-14,88 min,Horror Movies,Divide/Conquer
s3961,Movie,The Burial of Kojo,"Sam ""Blitz"" Bazawule","Cynthia Dankwa, Ama K. Abebrese, Joseph Otsiman, Kobina Amissah Sam, Mamley Djangmah, Henry Adofo, Anima Misa, Brian Angels","Ghana, United States",31-Mar-19,2018,TV-14,81 min,"Dramas, Independent Movies, International Movies",Wheel Barrow Productions
s3973,Movie,Danur: I Can See Ghosts,Awi Suryadi,"Prilly Latuconsina, Sandrinna Michelle, Shareefa Daanish, Indra Brotolaras, Kinaryosih, Inggrid Widjanarko, Asha Kenyeri Bermudez, Wesley Andrew, Kevin Bzezovski Taroreh, Gamaharitz",Indonesia,27-Mar-19,2017,TV-MA,75 min,"Horror Movies, International Movies",Pichouse Films
s3979,Movie,Oversize Cops,"Chanon Yingyong, Phuwanit Pholdee","Sarun Cinsuvapala, Pramote Pathan, Suphachai Subprasert, Somyos Matures, Supavitch Nepremwattana, Nachjaree Horvejkul, Jatupone Chompoonich, Chertsak Pratumseesakhon",Thailand,23-Mar-19,2017,TV-MA,100 min,"Action & Adventure, Comedies, International Movies",TMoment
s3983,Movie,Mirage,Oriol Paulo,"Adriana Ugarte, Chino DarÃ­n, Javier GutiÃ©rrez, Ãlvaro Morte, Nora Navas, Miquel FernÃ¡ndez, Clara Segura, Mima Riera, Aina Clotet, Albert PÃ©rez, Julio Bohigas-Couto, BelÃ©n Rueda",Spain,22-Mar-19,2018,TV-MA,129 min,"Dramas, International Movies, Sci-Fi & Fantasy",Universal Pictures
s3986,Movie,The Dirt,Jeff Tremaine,"Douglas Booth, Iwan Rheon, Colson Baker, Daniel Webber, David Costabile, Pete Davidson",United States,22-Mar-19,2019,TV-MA,108 min,"Comedies, Dramas, Music & Musicals",10th Street Entertainment
s3991,Movie,The Amazing Praybeyt Benjamin,Wenn V. Deramas,"Vice Ganda, Bimby Aquino-Yap, Alex Gonzaga, Tom Rodriguez",Philippines,21-Mar-19,2014,TV-14,105 min,"Action & Adventure, Comedies, International Movies",ABS-CBN Film Productions
s3992,Movie,The Super Parental Guardians,Joyce Bernal,"Vice Ganda, Coco Martin, Onyok Pineda, Awra Briguela, Assunta de Rossi, Pepe Herrera, Joem Bascon, Matet De Leon, Kiray Celis, Lassy Marquez, MC Calaquian",Philippines,21-Mar-19,2016,TV-14,115 min,"Action & Adventure, Comedies, International Movies",Star Cinema
s3993,Movie,The Third Party,Jason Paul Laxamana,"Sam Milby, Angel Locsin, Zanjoe Marudo, Cherry Pie Picache, Alma Moreno, Matet De Leon, Al Tantay, Beauty Gonzalez, Katrina Michelle Legaspi",Philippines,21-Mar-19,2016,TV-MA,118 min,"Comedies, Dramas, International Movies",Star Cinema
s3994,Movie,The Unmarried Wife,Maryo J. De los Reyes,"Angelica Panganiban, Dingdong Dantes, Paulo Avelino, Maricar Reyes, Denise Laurel, Dimples Romana, Justin Cuyugan, Mart Escudero, Pamu Pamorada, Lei Andre Navarro, Irma Adlawan",Philippines,21-Mar-19,2016,TV-MA,130 min,"Dramas, International Movies, Romantic Movies",Star Cinema
s4003,Movie,Bombairiya,Pia Sukanya,"Radhika Apte, Siddhant Kapoor, Akshay Oberoi, Adil Hussain, Amit Sial, Ravi Kishan, Ajinkya Deo, Shilpa Shukla","United Arab Emirates, United Kingdom, India",15-Mar-19,2018,TV-MA,108 min,"Comedies, Dramas, International Movies",Kreo Films FZ
s4004,Movie,Burn Out,Yann Gozlan,"Olivier Rabourdin, FranÃ§ois Civil, Manon Azem, Samuel Jouy, Narcisse Mame, NaÃ«l Rabia, Sam Louwyck, Luc Schwarz, Mario Magalhaes, Marc-Antoine Duquenne","France, Belgium",15-Mar-19,2017,TV-MA,104 min,"Action & Adventure, International Movies",2425 Films
s4006,Movie,Girl,Lukas Dhont,"Victor Polster, Arieh Worthalter, Oliver Bodart, Tijmen Govaerts, Katelijne Damen, Valentijn Dhaenens, Magali Elali, Alice de Broqueville, Chris Thys, Angelo Tijssens","Netherlands, Belgium",15-Mar-19,2018,R,106 min,"Dramas, International Movies, LGBTQ Movies",HSX Films
s4018,Movie,A Love Story,Maryo J. De los Reyes,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero, Chin Chin Gutierrez, Bobby Andrews, TJ Trinidad, Baron Geisler, John Arcilla, Gerald Madrid",Philippines,14-Mar-19,2007,TV-14,117 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4019,Movie,Barcelona: A Love Untold,Olivia M. Lamasan,"Kathryn Bernardo, Daniel Padilla, Joshua Garcia, Aiko Melendez, Joey Marquez, Ricky Davao, Maria Isabel Lopez, Ana Capri, Cris Villanueva",Philippines,14-Mar-19,2016,TV-14,132 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4020,Movie,Everything About Her,Joyce Bernal,"Angel Locsin, Xian Lim, Vilma Santos, Michael De Mesa, Nonie Buencamino, Khalil Ramos, Devon Seron, Alexa Ilacad, Nor Domingo, Robert Villar",Philippines,14-Mar-19,2016,TV-MA,127 min,"Comedies, Dramas, International Movies",ABS-CBN Film Productions
s4021,Movie,Finally Found Someone,Theodore Boborol,"John Lloyd Cruz, Sarah Geronimo, Enchong Dee, Christian Bables, Joey Marquez, Yayo Aguila, Tetchie Agbayani, Dennis Padilla, Leo Rialp, Alwyn Uytingco",Philippines,14-Mar-19,2017,TV-14,125 min,"International Movies, Romantic Movies",ABS-CBN Film Productions
s4022,Movie,Seven Sundays,Cathy Garcia-Molina,"Ronaldo Valdez, Aga Muhlach, Dingdong Dantes, Enrique Gil, Cristine Reyes, Donita Rose, Ketchup Eusebio, Kean Cipriano",Philippines,14-Mar-19,2017,TV-MA,128 min,"Comedies, Dramas, International Movies",Star Cinema
s4025,Movie,Triple Frontier,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona",United States,13-Mar-19,2019,R,126 min,Action & Adventure,Acquire Talent Agency
s4034,Movie,Juanita,Clark Johnson,"Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper",United States,8-Mar-19,2019,TV-MA,90 min,"Dramas, Independent Movies, Romantic Movies",Homegrown Pictures
s4035,Movie,Lady J,Emmanuel Mouret,"CÃ©cile De France, Edouard Baer, Alice Isaaz, Natalia Dontcheva",France,8-Mar-19,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",Moby Dick Films
s4037,Movie,Walk. Ride. Rodeo.,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins",United States,8-Mar-19,2019,TV-PG,100 min,"Children & Family Movies, Dramas",Poke Prod
s4039,Movie,Sisterakas,Wenn V. Deramas,"Ai-Ai de las Alas, Vice Ganda, Kris Aquino, Xyriel Manabat, Daniel Padilla, Kathryn Bernardo, Tirso Cruz III, Deejay Durano, Gloria Diaz, Jeffrey Quizon",Philippines,7-Mar-19,2012,TV-14,105 min,"Comedies, International Movies",ABS-CBN Film Productions
s4040,Movie,Starting Over Again,Olivia M. Lamasan,"Piolo Pascual, Toni Gonzaga, Iza Calzado",Philippines,7-Mar-19,2014,TV-14,128 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4041,Movie,That Thing Called Tadhana,Antoinette Jadaone,"Angelica Panganiban, JM de Guzman",Philippines,7-Mar-19,2015,TV-MA,91 min,"Dramas, International Movies, Romantic Movies",Cinema One Originals
s4042,Movie,The Love Affair,Nuel Naval,"Richard Gomez, Dawn Zulueta, Bea Alonzo, Tom Rodriguez, Tetchie Agbayani, Al Tantay, Ana Capri, Ina Feleo",Philippines,7-Mar-19,2015,TV-MA,127 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4046,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,5-Mar-19,2019,TV-MA,94 min,Action & Adventure,Warner Bros.
s4047,Movie,Everyday I Love You,Mae Czarina Cruz,"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,4-Mar-19,2015,TV-14,124 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4048,Movie,No Other Woman,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz III, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano",Philippines,4-Mar-19,2011,TV-MA,103 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4054,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice BelaÃ¯di, Alix Poisson","France, Belgium",1-Mar-19,2018,TV-MA,103 min,"Comedies, International Movies",Nexus Cinema e VÃ­deo
s4060,Movie,Paranormal Investigation,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France",1-Mar-19,2018,TV-14,93 min,"Horror Movies, International Movies, Thrillers",Baril Pictures
s4069,Movie,A Second Chance,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci MuÃ±oz",Philippines,27-Feb-19,2015,TV-MA,130 min,"Dramas, International Movies, Romantic Movies",ABS-CBN Film Productions
s4070,Movie,Beauty and the Bestie,Wenn V. Deramas,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,27-Feb-19,2015,TV-14,119 min,"Action & Adventure, Comedies, International Movies",ABS-CBN Film Productions
s4072,Movie,Can't Help Falling in Love,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus del Prado",Philippines,27-Feb-19,2017,TV-14,120 min,"Comedies, Dramas, International Movies",Star Cinema
s4073,Movie,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,27-Feb-19,2018,TV-PG,102 min,"Dramas, Independent Movies, International Movies","Lotus Visual,"
s4074,Movie,Four Sisters and a Wedding,Cathy Garcia-Molina,"Bea Alonzo, Toni Gonzaga, Angel Locsin, Shaina Magdayao, Enchong Dee, Sam Milby, Angeline Quinto, Coney Reyes",Philippines,27-Feb-19,2013,TV-14,125 min,"Comedies, Dramas, International Movies",ABS-CBN Film Productions
