show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,studio
s7953,Movie,Scales: Mermaids Are Real,Kevan Peterson,"Emmy Perry, Morgan Fairchild, Elisabeth RÃ¶hm, Nikki Hahn, Jack Dylan Grazer, Stephen Snedden, Noree Victoria, Sterling Sulieman",United States,23-Jan-20,2017,PG,93 min,Children & Family Movies,Fromage Pictures
s7956,Movie,Scary Movie,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Shannon Elizabeth, Shawn Wayans, Regina Hall, Marlon Wayans, Lochlyn Munro, Cheri Oteri, Carmen Electra, Dave Sheridan, Kurt Fuller, Rick Ducommun, James Van Der Beek, Keenen Ivory Wayans, Marissa Jaret Winokur, Dan Joffre",United States,1-Jan-20,2000,R,88 min,"Comedies, Horror Movies",Generic Movies
s7957,Movie,Scary Movie 5,Malcolm D. Lee,"Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan, Gracie Whitton, Ava Kolker, Erica Ash, Lidia Porto, Katrina Bowden, Terry Crews",United States,12-Aug-20,2013,PG-13,88 min,"Comedies, Horror Movies",Dimension Films
s7958,Movie,Schindler's List,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, MaÅ‚gorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn",United States,1-Apr-18,1993,R,195 min,"Classic Movies, Dramas",Universal Pictures
s7959,Movie,School Daze,Spike Lee,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III",United States,1-Nov-20,1988,R,120 min,"Comedies, Dramas",Columbia Pictures
s7961,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan",16-Sep-18,2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies",Universal Pictures
s7962,Movie,Scream 2,Wes Craven,"Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Rebecca Gayheart, Portia de Rossi, Omar Epps, Tori Spelling, Heather Graham, Joshua Jackson, Luke Wilson",United States,1-Oct-19,1997,R,121 min,Horror Movies,Dimension Films
s7963,Movie,Scream 3,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy",United States,1-Jul-19,2000,R,117 min,Horror Movies,Dimension Films
s7967,Movie,Season of the Witch,Dominic Sena,"Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler",United States,26-Apr-19,2011,PG-13,95 min,"Action & Adventure, Sci-Fi & Fantasy",Devils Avalanche Films
s7981,Movie,Sen Kimsin?,Ozan AÃ§Ä±ktan,"Tolga Ã‡evik, KÃ¶ksal EngÃ¼r, Pelin KÃ¶rmÃ¼kÃ§Ã¼, Toprak Sergen, Zeynep Ã–zder",Turkey,10-Mar-17,2012,TV-14,102 min,"Comedies, International Movies",BKM Film
s7984,Movie,"Septiembre, un llanto en silencio",Kenneth MÃ¼ller,"SaÃºl Lisazo, Mario Zaragoza, Juan Pablo Olyslager, Costanza Andrade",Guatemala,10-Mar-18,2017,TV-MA,69 min,"Dramas, Independent Movies, International Movies",KraftLogic Studios
s7987,Movie,Sex and the City 2,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",United States,1-Jan-21,2010,R,146 min,"Comedies, Dramas, Romantic Movies",New Line Cinema
s7989,Movie,Sex Doll,Sylvie Verheyde,"Hafsia Herzi, Ash Stymest, Karole Rocher, Paul Hamy, Ira Max, Lindsay Karamoh, Myriam Djeljeli","United Kingdom, France",10-Jul-17,2016,UR,103 min,"Dramas, International Movies, Romantic Movies",Les Films du Veyrier
s7991,Movie,SGT. Will Gardner,Max Martini,"Max Martini, Omari Hardwick, Lily Rabe, Elisabeth RÃ¶hm, Robert Patrick, Dermot Mulroney, Gary Sinise, JoBeth Williams, Luis Bordonada, Leo Martini",United States,19-May-19,2019,TV-MA,125 min,Dramas,Mona Vista Productions
s7996,Movie,Shanghai,Dibakar Banerjee,"Emraan Hashmi, Abhay Deol, Prasenjit Chatterjee, Kalki Koechlin, Supriya Pathak, Tillotama Shome, Anant Jog, Pitobash, Farooq Shaikh, Arvind Goswami",India,1-Mar-18,2012,TV-14,109 min,"Dramas, Independent Movies, International Movies",Living Films
s7997,Movie,Shararat,Gurudev Bhalla,"Abhishek Bachchan, Hrishitaa Bhatt, Amrish Puri, Mohnish Bahl, Helen, Om Puri, Ashish Vidyarthi, A.K. Hangal, Tinnu Anand, Daisy Irani, Dara Singh, Viju Khote, Shubha Khote",India,1-Mar-18,2002,TV-PG,148 min,"Comedies, International Movies, Music & Musicals",Work Station
s8002,Movie,Shelter,"MÃ¥ns MÃ¥rlind, BjÃ¶rn Stein","Julianne Moore, Jonathan Rhys Meyers, Jeffrey DeMunn, Frances Conroy, Nate Corddry, Brooklynn Proulx, Brian Anthony Wilson, Joyce Feurring, Steven Rishard, Charles Techman",United States,29-Dec-17,2010,R,112 min,"Horror Movies, Thrillers",Three Blind Artists Entertainment Group
s8004,Movie,Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Robert Maillet, Geraldine James, Kelly Reilly, William Houston, James Fox, Hans Matheson","United States, Germany, United Kingdom, Australia",1-Jan-21,2009,PG-13,128 min,"Action & Adventure, Comedies",The Essanay Film Manufacturing Company
s8005,Movie,Shiva,Ram Gopal Varma,"Nagarjuna Akkineni, Amala, Rajendranath Zutshi, Raghuvaran, Paresh Rawal, Brij Gopal, J.D. Chakravarthi, Tanikella Bharani",India,31-Dec-19,1990,TV-MA,168 min,"Action & Adventure, Dramas, International Movies",Annapurna Studios
s8009,Movie,Shorgul,"Jitendra Tiwari, Pranav Singh","Ashutosh Rana, Jimmy Shergill, Suha Gezen, Sanjay Suri, Narendra Jha, Hiten Tejwani, Eijaz Khan, Aniruddha Dave",India,30-Oct-18,2016,TV-14,122 min,"Dramas, International Movies",24 FPS Films Production
s8010,Movie,Short Term 12,Destin Daniel Cretton,"Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Lakeith Stanfield, Kevin Hernandez, Melora Walters, Stephanie Beatriz, Lydia Du Veaux, Alex Calloway, Frantz Turner",United States,18-Jul-19,2013,R,97 min,"Dramas, Independent Movies",Animal Kingdom
s8011,Movie,Shorts,Robert Rodriguez,"Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon, Devon Gearhart, Jolie Vanier, Rebel Rodriguez, Leo Howard, Leslie Mann, Jon Cryer, William H. Macy, James Spader","United States, United Arab Emirates",1-Jul-19,2009,PG,89 min,"Children & Family Movies, Comedies",AKFPL
s8013,Movie,Shuddhi,Adarsh Eshwarappa,"Lauren Spartano, Niveditha, Amrutha Karagada, Shashank Purushotham, Sidhartha Maadhyamika, Ajay Raj, Sanchari Vijay, Veena Sundar","India, United States",1-Mar-18,2017,TV-14,115 min,"Dramas, International Movies, Thrillers",Saanvi Pictures
s8014,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",Thailand,5-Sep-18,2004,TV-MA,96 min,"Horror Movies, International Movies",GMM Pictures Co.
s8015,Movie,Sicilian Ghost Story,"Fabio Grassadonia, Antonio Piazza","Julia Jedlikowska, Gaetano Fernandez, Corinne Musallari, Lorenzo Curcio, Andrea Falzone, Federico Finocchiaro, Vincenzo Amato, Sabine Timoteo","Italy, France, Switzerland",6-Jul-19,2017,TV-MA,119 min,"Dramas, International Movies, Thrillers",Cristaldi Pictures
s8018,Movie,Silencer,Timothy Woodward Jr.,"Johnny Messner, Danny Trejo, Tito Ortiz, Chuck Liddell, Robert LaSardo, Nikki Leigh, Kai Scarlett Williams, Marlene Marquez",United States,3-Dec-18,2018,TV-MA,88 min,"Action & Adventure, Independent Movies",Benzy Productions
s8024,Movie,Singh Saab the Great,Anil Sharma,"Sunny Deol, Urvashi Rautela, Prakash Raj, Amrita Rao, Anjali Abrol, Johnny Lever, Sanjay Mishra, Yashpal Sharma, Manoj Pahwa, Raj Premi",India,15-Jul-17,2013,TV-14,143 min,"Action & Adventure, Dramas, International Movies",Alumbra Entertainment
s8025,Movie,Single,Raditya Dika,"Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes",Indonesia,28-Sep-18,2015,TV-PG,127 min,"Comedies, International Movies, Romantic Movies",Soraya Intercine Film PT
s8026,Movie,Singularity,Robert Kouba,"Julian Schaffner, John Cusack, Jeannine Wacker, Carmen Argenziano, Eileen Grubba, Pavlo Bubryak","Switzerland, United States",1-Jun-18,2017,PG-13,92 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Calanda Pictures
s8028,Movie,Siren,Gregg Bishop,"Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure, Michael Aaron Milligan, Brittany S. Hall, Randy McDowell, Lindsey Garrett, William Mark McCullough, Patrick Wood",United States,1-Jan-20,2016,TV-MA,83 min,Horror Movies,Galactic Pictures (II)
s8029,Movie,Sister Code,Corey Grant,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson",United States,14-Feb-16,2015,R,95 min,"Comedies, Dramas, Romantic Movies",A I R MEDIA
s8036,Movie,Skyline,"Colin Strause, Greg Strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",United States,16-Jan-19,2010,PG-13,94 min,"Action & Adventure, Sci-Fi & Fantasy",Rogue Pictures
s8038,Movie,Sleepover,Joe Nussbaum,"Alexa PenaVega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton, Brie Larson, Scout Taylor-Compton, Douglas Smith, Katija Pevec, Steve Carell, Jeff Garlin",United States,1-Mar-20,2004,PG,89 min,"Comedies, Romantic Movies",Metro-Goldwyn-Mayer (MGM)
s8040,Movie,Sliver,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis",United States,1-Jan-20,1993,R,107 min,Thrillers,Paramount Pictures
s8042,Movie,Slow West,John Maclean,"Kodi Smit-McPhee, Michael Fassbender, Ben Mendelsohn, Caren Pistorius, Rory McCann, Andrew Robertt, Edwin Wright, Kalani Queypo","United Kingdom, New Zealand",26-Jul-18,2015,R,84 min,"Action & Adventure, Dramas, International Movies",See-Saw Films
s8043,Movie,Small Soldiers,Joe Dante,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn, Denis Leary, Frank Langella, Tommy Lee Jones, Ernest Borgnine",United States,1-Jun-19,1998,PG-13,110 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Universal Pictures
s8044,Movie,Smart People,Noam Murro,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Ashton Holmes, Christine Lahti, Camille Mana, David Denman, Don Wadsworth, Robert Haley",United States,12-Jul-19,2008,R,95 min,"Comedies, Dramas, Independent Movies",Miramax
s8052,Movie,Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",United States,9-Jan-19,2018,PG-13,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",Lucasfilm
s8054,Movie,Solomon Kane,Michael J. Bassett,"James Purefoy, Pete Postlethwaite, Rachel Hurd-Wood, Alice Krige, Jason Flemyng, Mackenzie Crook, Patrick Hurd-Wood, Max von Sydow","Czech Republic, United Kingdom, France",15-Feb-18,2009,R,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Davis-Films
s8055,Movie,Some Freaks,Ian MacAllister-McDonald,"Thomas Mann, Lily Mae Harrington, Ely Henry, Lachlan Buchanan, Marin Ireland, John Thorsen, Stephen Thorne, Shannon Hartman",United States,18-Dec-17,2017,TV-MA,97 min,"Dramas, Romantic Movies",Mountview Creative
s8057,Movie,Son of a Gun,Julius Avery,"Ewan McGregor, Brenton Thwaites, Alicia Vikander, Jacek Koman, Matt Nable, Tom Budge, Eddie Baroo, Nash Edgerton","Australia, United Kingdom, Canada",19-Jul-18,2014,R,109 min,"Action & Adventure, Dramas, Independent Movies",Screen Australia
s8060,Movie,Soul Surfer,Sean McNamara,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood, Kevin Sorbo, Ross Thomas, Chris Brochu, Lorraine Nicholson, Jeremy Sumpter, Sonya Balmores, Craig T. Nelson, Mark Kubr, Kim Morgan Greene, Titus Kinimaka, Branscombe Richmond, Sonya Balmores Chung, Kimberly-Rose Wolter, John Philbin, David Chokachi, Wesley Mann",United States,17-May-20,2011,PG,106 min,"Dramas, Faith & Spirituality, Sports Movies",Enticing Entertainment
s8061,Movie,Soul to Keep,"David Allensworth, MoniÃ¨re","Sandra Mae Frank, Aurora Heimbach, Craig Fogel, Tony Spitz, Jordan Theodore, Kate Rose Reynolds, Jessie Jordan, Derek Long, Sophia Getz, Amelia Sheeler",United States,1-Jul-19,2019,TV-MA,94 min,"Horror Movies, Independent Movies",Shady Tree Films
s8064,Movie,Sparkle,Sam O'Steen,"Tony King, Mary Alice, Irene Cara, Dorian Harewood, Paul Lambert, Beatrice Winde, Lonette McKee",United States,1-Nov-19,1976,PG,98 min,"Dramas, Music & Musicals",Robert Stigwood Organization (RSO)
s8066,Movie,Speech & Debate,Dan Harris,"Liam James, Sarah Steele, Austin McKenzie, Roger Bart, Janeane Garofalo, Wendi McLendon-Covey, Kal Penn, Kimberly Williams-Paisley, Skylar Astin, Edgar Arreola, Sarah Baker",United States,6-Jul-17,2017,PG-13,96 min,"Comedies, Dramas, Independent Movies",Sycamore Pictures
s8068,Movie,Spider-Man 3,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks",United States,1-Nov-19,2007,PG-13,139 min,"Action & Adventure, Sci-Fi & Fantasy",Columbia Pictures
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie","Jamaica, United States",15-Apr-20,2018,TV-MA,112 min,"Dramas, International Movies, Sports Movies",Mental Telepathy Pictures
s8075,Movie,Spy Kids,Robert Rodriguez,"Antonio Banderas, Carla Gugino, Alan Cumming, Teri Hatcher, Cheech Marin, Danny Trejo, Robert Patrick, Tony Shalhoub, Alexa PenaVega, Daryl Sabara",United States,1-Apr-19,2001,PG,88 min,"Children & Family Movies, Comedies",Dimension Films
s8079,Movie,St. Agatha,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",United States,8-Aug-19,2018,TV-MA,103 min,"Horror Movies, Independent Movies",Benacus Productions
s8080,Movie,Staged Killer,Christopher Ray,"Chrishell Hartley, Jason Dolley, Darrin Dewitt Henson, Nicole Bilderback, Charlie O'Connell, Chasty Ballesteros, Lyman Chen, Declan Joyce, Frank Rossi, Josh Nuncio",United States,28-Jun-19,2019,TV-14,88 min,Thrillers,Rented Mule Films
s8090,Movie,Stephanie,Akiva Goldsman,"Shree Cooks, Frank Grillo, Anna Torv",United States,1-Sep-18,2017,R,86 min,Horror Movies,Blumhouse Productions
s8092,Movie,Still,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon","Mai Charoenpura, Akara Amarttayakul, Supakson Chaimongkol, Kachapa Toncharoen, Wiradit Srimalai, Vasana Chalakorn, Ratchanont Sukpragawp, Arisara Thongborisut",Thailand,14-Sep-18,2010,TV-MA,100 min,"Horror Movies, International Movies",Blunt Pictures
s8100,Movie,Straight Up,James Sweeney,"James Sweeney, Katie Findlay, Randall Park, Hillary Anne Matthews, James Scully, Betsy Brandt",United States,26-Jun-20,2020,TV-MA,96 min,"Comedies, Independent Movies, LGBTQ Movies",Valparaiso Pictures
s8107,Movie,Striptease,Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick, Paul Guilfoyle, Jerry Grayson, Rumer Willis, Robert Stanton, William Hill",United States,1-Jan-21,1996,R,117 min,"Comedies, Dramas",Castle Rock Entertainment
s8111,Movie,Stuart Little 2,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn",United States,1-Jan-20,2002,PG,78 min,"Children & Family Movies, Comedies",Columbia Pictures
s8112,Movie,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux",United States,11-Nov-19,2019,TV-MA,95 min,"Action & Adventure, Dramas",Mighty Engine
s8113,Movie,Suburra,Stefano Sollima,"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France",14-Oct-15,2015,NR,135 min,"Dramas, International Movies, Thrillers",Cattleya
s8115,Movie,Sudani from Nigeria,Zakariya,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon",India,1-Aug-18,2018,TV-14,115 min,"Comedies, Dramas, International Movies",Happy Hours Entertainments
s8119,Movie,Summer Night,Joseph Cross,"Ellar Coltrane, Callan McAuliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto",United States,19-Mar-20,2019,TV-MA,93 min,"Comedies, Dramas, Romantic Movies",Moving Image Productions
s8121,Movie,Sunrise,Partho Sen-Gupta,"Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta, Esha Amlani, Ashalata Wabgaonkar, Hridaynath Jadhav, Chinmay Kambli, Nandini Bora, Komal Gawade","India, France",15-Mar-17,2014,TV-MA,85 min,"Dramas, Independent Movies, International Movies",Independent Movies
s8124,Movie,Super Dark Times,Kevin Phillips,"Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick",United States,1-Jan-18,2017,TV-MA,104 min,"Dramas, Independent Movies, Thrillers",Ways & Means
s8125,Movie,Super Nani,Indra Kumar,"Rekha, Randhir Kapoor, Sharman Joshi, Anupam Kher, Shweta Kumar, Varsha Usgaonkar, Rajesh Kumar, Shreya Narayan",India,1-Mar-18,2014,TV-PG,127 min,"Comedies, Dramas, International Movies",Maruti International
s8128,Movie,Superfly,Gordon Parks,"Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine",United States,1-Nov-19,1972,R,91 min,"Action & Adventure, Classic Movies, Dramas",Columbia Pictures
s8129,Movie,Superman Returns,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn",United States,1-Oct-19,2006,PG-13,154 min,"Action & Adventure, Sci-Fi & Fantasy",Warner Bros.
s8131,Movie,Superstar,Bruce McCulloch,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",United States,20-Nov-19,1999,PG-13,82 min,Comedies,Hum Films
s8137,Movie,Swami,Basu Chatterjee,"Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri",India,31-Dec-19,1977,TV-PG,123 min,"Dramas, Independent Movies, International Movies",Jayasarathy Combine
s8139,Movie,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders","United States, United Kingdom",1-Jan-20,2007,R,116 min,"Dramas, Horror Movies, Music & Musicals",George King Productions
s8140,Movie,Sweet Virginia,Jamie M. Dagg,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt, Odessa Young, Joseph Lyle Taylor, Jonathan Tucker, Garry Chalk, Jared Abrahamson, Gabrielle Rose","United States, Canada",1-Dec-19,2017,R,93 min,"Dramas, Independent Movies, Thrillers",Automatik Entertainment
s8145,Movie,Taal,Subhash Ghai,"Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik",India,1-Mar-18,1999,TV-PG,177 min,"Dramas, International Movies, Music & Musicals",Mukta Arts
s8147,Movie,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin","United States, Germany",16-May-19,2011,R,97 min,"Comedies, Romantic Movies",Rogue Pictures
s8152,Movie,Tarzan,"Chris Buck, Kevin Lima","Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz",United States,23-Jun-18,1999,G,89 min,Children & Family Movies,Walt Disney Pictures
s8154,Movie,Tattah,Sameh Abdulaziz,"Mohamed Saad, Dolly Shahin, Marwa, Hayatem, Sayed Rajab, Omar Mustafa Metwally, Samy Maghawry, Nabil Issa, Ragaa Al-Geddawy, Samir Ghanem",Egypt,9-May-19,2013,TV-14,112 min,"Comedies, International Movies",X Rated Studio
s8157,Movie,Teen Patti,Leena Yadav,"Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar",India,1-Mar-18,2010,TV-PG,137 min,"Dramas, International Movies, Thrillers",Hinduja Ventures
s8158,Movie,Teenage Cocktail,John Carchietta,"Nichole Bloom, Fabianne Therese, Michelle Borth, Pat Healy, AJ Bowen, Joshua Leonard",United States,15-Jan-17,2016,TV-MA,89 min,"Dramas, Independent Movies, LGBTQ Movies",Backup Media
s8162,Movie,Tees Maar Khan,Farah Khan,"Katrina Kaif, Akshay Kumar, Akshaye Khanna, Arya Babbar, Rajiv Lakshman, Raghu Ram, Vijay Maurya, Dharampal, Ali Asghar, Murli Sharma",India,2-Aug-18,2010,TV-PG,125 min,"Comedies, International Movies, Music & Musicals",Hari Om Entertainment Company
s8168,Movie,Terminator Salvation,McG,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside","United States, Germany, United Kingdom, Italy",1-Jan-20,2009,PG-13,115 min,"Action & Adventure, Sci-Fi & Fantasy",The Halcyon Company
s8170,Movie,Terrifier,Damien Leone,"Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran, Pooya Mohseni, Matt McAllister, Katie Maguire, Gino Cafarelli, Cory DuVal, Michael Leavy",United States,1-Sep-18,2017,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",Dark Age Cinema
s8172,Movie,Tezz,Priyadarshan,"Anil Kapoor, Ajay Devgn, Boman Irani, Kangna Ranaut, Zayed Khan, Mallika Sherawat, Avika Gor, Dominic Power, Sameera Reddy, Mohanlal","United Kingdom, India",1-Dec-17,2012,TV-MA,121 min,"Action & Adventure, International Movies, Music & Musicals",United 7 Entertainment
s8182,Movie,The Adventure Club,Geoff Anderson,"Sam Ashe Arnold, Jakob Davies, Dalila Bela, Robin Dunne, Gabrielle Miller, Billy Zane, Josh McDonald, Lorne Cardinal, Kim Coates, Glenn Paradis",Canada,10-May-17,2016,TV-Y7,88 min,Children & Family Movies,Creation Ink
s8202,Movie,The Bad Education Movie,Elliot Hegarty,"Jack Whitehall, Joanna Scanlan, Iain Glen, Ethan Lawrence, Layton Williams, Kae Alexander, Weruche Opia, Nikki Runeckles, Charlie Wernham, Jack Binstead",United Kingdom,15-Dec-18,2015,TV-MA,87 min,Comedies,Cave Bear Productions
s8205,Movie,The Basement,"Brian M. Conley, Nathan Ives","Mischa Barton, Jackson Davis, Cayleb Long, Tracie Thoms, Bailey Anne Borders",United States,9-Apr-19,2018,TV-MA,89 min,"Horror Movies, Thrillers",Intergalactic Productions
s8212,Movie,The Black Room,Rolfe Kanefsky,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis",United States,7-Aug-17,2016,TV-MA,95 min,Horror Movies,Butler-Cronin Productions
s8214,Movie,The Bleeder,Philippe Falardeau,"Liev Schreiber, Elisabeth Moss, Ron Perlman, Naomi Watts, Jim Gaffigan, Michael Rapaport, Pooch Hall, Morgan Spector, Jason Jones",United States,29-Mar-19,2016,R,98 min,"Dramas, Sports Movies",Millennium Films
s8221,Movie,The Box,Richard Kelly,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn, Holmes Osborne, Sam Oz Stone, Gillian Jacobs, Celia Weston, Deborah Rush",United States,1-Jun-19,2009,PG-13,116 min,"Sci-Fi & Fantasy, Thrillers",Warner Bros.
s8222,Movie,The Boy,William Brent Bell,"Jim Norton, Rupert Evans, Ben Robson, Lauren Cohan, James Russell, Jett Klyne, Diana Hardcastle","United States, Canada, China",1-Jun-20,2016,PG-13,97 min,"Horror Movies, Independent Movies, Thrillers",SpectreVision
s8225,Movie,The Brawler,Ken Kushner,"Zach McGowan, Amy Smart, Joe Pantoliano, Burt Young, Tony Darrow, Nick Loeb, Taryn Manning, Jason James Richter",United States,18-May-19,2019,TV-MA,95 min,"Dramas, Independent Movies, Sports Movies",JARS Productions
